 X== 8401.877172   Y== 3943.829268
 X== 8425.485994   Y== 744.063906
 X== 9551.204168   Y== 3956.615191
 X== 8846.450378   Y== 5643.637877
 X== 262.576947   Y== 1018.653401
 X== 9133.946336   Y== 3066.183079
 X== 7555.650467   Y== 2803.001168
 X== 6518.390922   Y== 2796.976391
 X== 2930.573268   Y== 915.375795
 X== 4275.529289   Y== 3486.455117
 X== 2627.443994   Y== 7044.292305
 X== 5194.080395   Y== 7730.099288
 X== 9326.673825   Y== 4364.023835
 X== 5418.865720   Y== 3223.803394
 X== 9617.202207   Y== 2306.621602
 X== 8104.328312   Y== 8794.238604
 X== 8210.696568   Y== 6529.814301
 X== 9538.302510   Y== 7761.900731
 X== 486.429488   Y== 8384.752883
 X== 3405.538608   Y== 749.006439
 X== 9403.406284   Y== 2539.484940
 X== 3815.189518   Y== 6959.056746
 X== 5342.486112   Y== 333.580440
 X== 9756.033136   Y== 8273.059380
 X== 1248.956235   Y== 4031.562421
 X== 1759.514497   Y== 3876.400233
 X== 1075.854726   Y== 6953.594893
 X== 1606.499516   Y== 402.528546
 X== 1317.618723   Y== 7025.365241
 X== 3626.331940   Y== 934.820925
 X== 9331.986843   Y== 1730.660247
 X== 9729.059529   Y== 7542.683407
 X== 8260.474549   Y== 9267.362035
 X== 5304.584133   Y== 8746.904041
 X== 7652.114913   Y== 8710.122741
 X== 9495.910480   Y== 7055.521196
 X== 1249.607681   Y== 3311.099994
 X== 4014.577937   Y== 6592.093793
 X== 3644.680434   Y== 3770.611074
 X== 4865.153169   Y== 4893.636673
 X== 7802.173494   Y== 6624.667666
 X== 8770.036906   Y== 8878.028220
 X== 3578.262554   Y== 376.536418
 X== 9280.556766   Y== 4895.881277
 X== 7401.901659   Y== 2906.888706
 X== 5830.702207   Y== 6733.888498
 X== 4637.548954   Y== 5559.761732
 X== 4276.571900   Y== 2898.023502
 X== 4827.123766   Y== 9581.156038
 X== 1644.927539   Y== 2479.238674
 X== 8291.278774   Y== 1140.838014
 X== 9534.759871   Y== 9540.886455
 X== 4451.938008   Y== 3549.337808
 X== 6132.980243   Y== 8096.618447
 X== 7319.948882   Y== 998.133412
 X== 2990.255115   Y== 5122.122371
 X== 7622.801078   Y== 1760.292017
 X== 4000.150591   Y== 1201.063633
 X== 2136.828435   Y== 3280.707352
 X== 6096.944910   Y== 9538.730099
 X== 6187.596059   Y== 1927.647112
 X== 6272.618592   Y== 825.145012
 X== 7487.408848   Y== 549.190492
 X== 3723.168515   Y== 2314.532610
 X== 130.346525   Y== 5368.096053
 X== 4793.771284   Y== 8421.625299
 X== 6508.934068   Y== 4328.531155
 X== 7962.511754   Y== 960.872071
 X== 7877.868962   Y== 4095.491992
 X== 9057.490518   Y== 5197.817839
 X== 5093.625404   Y== 2047.745628
 X== 319.940206   Y== 2716.426483
 X== 3808.037645   Y== 4320.090797
 X== 3917.490115   Y== 5944.866084
 X== 7600.798154   Y== 14.435020
 X== 5483.596178   Y== 3788.394208
 X== 1942.082137   Y== 1756.214766
 X== 4613.539220   Y== 9429.490985
 X== 2305.405257   Y== 8336.707735
 X== 1744.023590   Y== 2435.751782
 X== 3704.803783   Y== 6537.794874
 X== 857.377081   Y== 213.737846
 X== 866.326024   Y== 8819.888834
 X== 1174.609922   Y== 8744.194987
 X== 2915.380822   Y== 232.100436
 X== 3942.012821   Y== 8009.006231
 X== 2279.846069   Y== 4261.953032
 X== 725.432709   Y== 6087.883714
 X== 8582.043829   Y== 4642.922825
 X== 2032.749794   Y== 6182.841978
 X== 4657.357845   Y== 7516.345972
 X== 9971.236191   Y== 6599.439982
 X== 9272.560742   Y== 4584.775406
 X== 6028.930962   Y== 1577.965995
 X== 2921.483141   Y== 7772.954552
 X== 4013.717782   Y== 6626.286924
 X== 4310.749427   Y== 4871.094862
 X== 6840.024775   Y== 5177.075451
 X== 3690.983692   Y== 8014.634698
 X== 3921.270438   Y== 6606.364514
 X== 8246.735133   Y== 7863.283259
 X== 4615.370740   Y== 526.581197
 X== 2125.236286   Y== 5340.803450
 X== 6614.464916   Y== 707.280115
 X== 9983.726274   Y== 8647.214709
 X== 6890.122093   Y== 4641.084119
 X== 6163.560681   Y== 6861.358279
 X== 1240.524096   Y== 5436.121419
 X== 1446.133685   Y== 7269.455063
 X== 7014.087414   Y== 4367.616826
 X== 5042.409610   Y== 1027.805191
 X== 993.903745   Y== 9353.159037
 X== 5898.900053   Y== 7833.928521
 X== 4530.234488   Y== 9589.883745
 X== 5848.563214   Y== 8451.504925
 X== 6196.248259   Y== 4095.298347
 X== 6314.788180   Y== 811.618995
 X== 4621.879544   Y== 8440.024470
 X== 6152.422450   Y== 1236.344455
 X== 9147.304585   Y== 6136.148719
 X== 9883.559169   Y== 6037.426673
 X== 777.232834   Y== 6047.119846
 X== 2898.784952   Y== 2017.756934
 X== 1483.241260   Y== 4344.918637
 X== 9287.211997   Y== 8497.328674
 X== 8712.535463   Y== 4329.621603
 X== 9525.133869   Y== 9706.439208
 X== 3682.780640   Y== 5424.033918
 X== 7540.367729   Y== 8213.015128
 X== 5013.917664   Y== 3388.930938
 X== 6664.520049   Y== 1210.165918
 X== 7484.229285   Y== 2979.308224
 X== 2021.784914   Y== 2106.108829
 X== 1419.332689   Y== 8174.207363
 X== 3342.453285   Y== 566.637269
 X== 4310.356083   Y== 3226.012449
 X== 6604.063947   Y== 5087.588916
 X== 9273.132295   Y== 9502.848899
 X== 7105.345850   Y== 756.373550
 X== 3847.767531   Y== 6392.557843
 X== 9253.702229   Y== 2560.302989
 X== 722.179446   Y== 8778.836093
 X== 2266.742192   Y== 4404.960086
 X== 4202.870007   Y== 9807.109921
 X== 2617.975209   Y== 9216.787670
 X== 3196.040859   Y== 9282.495258
 X== 426.953584   Y== 680.270139
 X== 2261.803477   Y== 2448.738503
 X== 2786.378969   Y== 3681.136171
 X== 622.945861   Y== 6128.832258
 X== 4247.773441   Y== 4933.301944
 X== 9354.844708   Y== 851.837383
 X== 20.890860   Y== 8627.977003
 X== 354.686277   Y== 7126.236710
 X== 9384.350553   Y== 4202.453808
 X== 3518.794553   Y== 8638.052777
 X== 6762.756797   Y== 4240.973999
 X== 7416.888865   Y== 9029.498994
 X== 8645.934085   Y== 1619.758872
 X== 8836.608910   Y== 1263.909289
 X== 836.546538   Y== 2032.649765
 X== 546.404543   Y== 1263.500127
 X== 2712.919909   Y== 2808.208020
 X== 3712.238629   Y== 5499.298878
 X== 6489.344191   Y== 4335.184490
 X== 1628.131131   Y== 737.117632
 X== 9268.486439   Y== 982.975839
 X== 1588.955015   Y== 9289.377299
 X== 9610.952842   Y== 1943.641297
 X== 6415.614004   Y== 8995.303390
 X== 6146.095105   Y== 9934.408558
 X== 7633.356167   Y== 2908.851901
 X== 4175.382552   Y== 5050.245028
 X== 1938.350891   Y== 2821.316632
 X== 6670.003900   Y== 774.959796
 X== 4085.225921   Y== 7506.550442
 X== 2807.609566   Y== 4631.630464
 X== 8770.050569   Y== 5520.529475
 X== 7439.838488   Y== 2482.289193
 X== 1019.828348   Y== 3929.182675
 X== 6817.473684   Y== 2647.959484
 X== 4666.300306   Y== 6085.960118
 X== 3630.935323   Y== 6255.255326
 X== 5375.337412   Y== 3241.888160
 X== 8198.896622   Y== 1790.951417
 X== 2237.191546   Y== 4344.991722
 X== 1725.359970   Y== 9870.547713
 X== 7253.843624   Y== 5900.742526
 X== 4920.792740   Y== 9192.194515
 X== 8722.059158   Y== 1590.796635
 X== 9967.154316   Y== 2807.285079
 X== 9097.347077   Y== 2774.763877
 X== 7438.915543   Y== 7867.397642
 X== 8295.293352   Y== 4878.754027
 X== 349.686830   Y== 9315.121700
 X== 8807.936706   Y== 7167.160519
 X== 1963.081179   Y== 3474.237008
 X== 3253.120632   Y== 5594.016502
 X== 9729.492334   Y== 8628.458049
 X== 8835.904663   Y== 7928.388951
 X== 419.409462   Y== 1073.096209
 X== 2273.380674   Y== 2144.769431
 X== 943.643917   Y== 9527.224297
 X== 8045.511957   Y== 5864.436657
 X== 8719.418812   Y== 6767.571115
 X== 7455.233297   Y== 8686.573123
 X== 9574.856194   Y== 6552.580370
 X== 1461.336995   Y== 7013.771733
 X== 4419.978012   Y== 9756.630347
 X== 1892.525759   Y== 4769.664842
 X== 9071.752042   Y== 700.462461
 X== 1936.825356   Y== 1034.833221
 X== 4174.699469   Y== 5189.945994
 X== 6628.849724   Y== 3904.191802
 X== 3818.404038   Y== 5464.754387
 X== 1832.580749   Y== 4237.813500
 X== 6537.850595   Y== 4105.961422
 X== 6382.582931   Y== 7481.494512
 X== 3633.185720   Y== 4428.094888
 X== 3345.931169   Y== 2352.604527
 X== 1195.665999   Y== 801.164462
 X== 1039.177645   Y== 770.522189
 X== 7353.744832   Y== 2500.514641
 X== 7784.293922   Y== 1773.722839
 X== 2257.144983   Y== 9676.819681
 X== 6543.387685   Y== 1328.897020
 X== 377.282137   Y== 8480.213042
 X== 2363.730242   Y== 4551.981611
 X== 3670.159031   Y== 8992.579970
 X== 8456.173413   Y== 7488.563069
 X== 4457.334352   Y== 288.754157
 X== 1726.376564   Y== 995.184943
 X== 4394.715584   Y== 8108.959500
 X== 8476.679455   Y== 8027.901304
 X== 2537.054383   Y== 1822.610619
 X== 380.505827   Y== 3732.720382
 X== 2623.775081   Y== 1419.683472
 X== 4503.242571   Y== 9977.519917
 X== 3920.198113   Y== 2287.536488
 X== 1751.242751   Y== 6177.343096
 X== 1964.356169   Y== 8294.630436
 X== 7506.240116   Y== 2341.638306
 X== 6774.843478   Y== 9869.970363
 X== 6893.619917   Y== 445.002504
 X== 8862.550328   Y== 5349.793325
 X== 7933.565577   Y== 3319.884675
 X== 5638.547486   Y== 9659.942142
 X== 4315.069618   Y== 33.263066
 X== 7768.901637   Y== 2791.749068
 X== 8061.164370   Y== 305.956016
 X== 4614.359692   Y== 8441.670196
 X== 4038.676398   Y== 7238.134773
 X== 9861.353668   Y== 8541.918969
 X== 7215.654686   Y== 3781.551776
 X== 829.455457   Y== 8966.897442
 X== 9958.894872   Y== 2793.811626
 X== 7261.527873   Y== 7465.134984
 X== 5135.449932   Y== 4036.371347
 X== 7335.105342   Y== 2029.069849
 X== 4481.373855   Y== 6197.655665
 X== 7378.863174   Y== 2414.939428
 X== 9517.540340   Y== 3017.410656
 X== 2074.881565   Y== 3832.609953
 X== 3050.673722   Y== 9843.783206
 X== 6624.359026   Y== 1111.838087
 X== 149.739217   Y== 1238.718713
 X== 9553.508283   Y== 4188.415620
 X== 8476.853486   Y== 9414.861947
 X== 2730.334584   Y== 5692.508172
 X== 3196.413719   Y== 3559.790041
 X== 4659.405609   Y== 3155.308586
 X== 6353.601667   Y== 1920.933478
 X== 620.443570   Y== 1489.051600
 X== 5957.304829   Y== 7955.548911
 X== 3518.121449   Y== 438.678679
 X== 4153.204576   Y== 896.984619
 X== 2853.618107   Y== 3670.744912
 X== 3914.395279   Y== 4928.499672
 X== 7503.354870   Y== 6965.069001
 X== 4772.282874   Y== 4127.713891
 X== 8076.907093   Y== 4922.022095
 X== 5366.432604   Y== 7630.415371
 X== 9110.437715   Y== 3843.286086
 X== 7045.277318   Y== 1840.772294
 X== 9535.794258   Y== 241.691033
 X== 5400.562340   Y== 4195.199862
 X== 3396.999623   Y== 1754.164003
 X== 6116.133344   Y== 4017.443193
 X== 3243.215602   Y== 2073.438169
 X== 1972.992100   Y== 6761.337052
 X== 2512.116848   Y== 6126.196676
 X== 7658.321675   Y== 5365.734955
 X== 9796.941592   Y== 1572.716949
 X== 294.234622   Y== 7300.296457
 X== 8537.785950   Y== 5066.517501
 X== 1428.010343   Y== 6614.693038
 X== 9988.539596   Y== 6794.442947
 X== 4245.108410   Y== 9098.977306
 X== 637.729029   Y== 1290.385724
 X== 939.749596   Y== 173.523286
 X== 1532.076756   Y== 6340.311936
 X== 4368.723149   Y== 4929.076380
 X== 8094.475944   Y== 484.856488
 X== 8946.519573   Y== 1337.691541
 X== 2558.294657   Y== 919.511673
 X== 8099.028598   Y== 5070.411505
 X== 7045.708349   Y== 5757.350268
 X== 436.146455   Y== 6842.649936
 X== 7330.067217   Y== 730.381082
 X== 4142.946389   Y== 5867.853163
 X== 5796.898583   Y== 5570.956732
 X== 2482.546201   Y== 5785.438174
 X== 2365.399675   Y== 6727.654611
 X== 4884.415476   Y== 3003.128708
 X== 8018.040335   Y== 5824.165072
 X== 3176.651994   Y== 9550.117091
 X== 2164.477008   Y== 7545.375143
 X== 4479.193471   Y== 258.952947
 X== 8030.231636   Y== 3425.713039
 X== 1596.644489   Y== 588.526288
 X== 4345.224711   Y== 9695.673087
 X== 5658.937798   Y== 1390.933060
 X== 5453.023350   Y== 6095.084253
 X== 8233.582996   Y== 2783.090562
 X== 6825.465335   Y== 2376.529385
 X== 8650.943729   Y== 2622.363913
 X== 7947.486117   Y== 1133.489926
 X== 8407.802087   Y== 312.885791
 X== 7861.144537   Y== 3292.217559
 X== 3316.014499   Y== 5879.184867
 X== 9116.382636   Y== 6492.666493
 X== 5429.301954   Y== 1280.859640
 X== 4038.041632   Y== 9908.495424
 X== 1539.812587   Y== 2068.273263
 X== 3334.208463   Y== 3136.457076
 X== 2656.799556   Y== 7679.433174
 X== 2832.130162   Y== 8315.737354
 X== 9070.366234   Y== 8285.153512
 X== 4410.821602   Y== 7303.949230
 X== 1068.244074   Y== 1236.286937
 X== 9680.478615   Y== 9719.187803
 X== 3858.650850   Y== 7627.964726
 X== 852.677725   Y== 2266.452938
 X== 7940.850518   Y== 8713.822262
 X== 5558.670496   Y== 1256.865012
 X== 4593.007124   Y== 4675.053127
 X== 7749.531506   Y== 22.309073
 X== 5955.912767   Y== 1787.573137
 X== 9930.804502   Y== 7495.725354
 X== 3855.846400   Y== 3265.012961
 X== 632.182430   Y== 6512.645956
 X== 944.446130   Y== 3464.312592
 X== 4828.383305   Y== 14.812364
 X== 1749.466100   Y== 9239.204912
 X== 7318.761594   Y== 2817.710174
 X== 475.491844   Y== 6999.240204
 X== 2536.897972   Y== 4334.142694
 X== 4627.204926   Y== 3389.575697
 X== 6600.595632   Y== 2568.055444
 X== 2103.397954   Y== 2159.266128
 X== 3824.920456   Y== 6696.405079
 X== 6834.319256   Y== 1574.451961
 X== 6718.714157   Y== 2790.232023
 X== 3362.025099   Y== 6649.518654
 X== 285.957372   Y== 7217.871499
 X== 9914.531615   Y== 918.139802
 X== 3730.517455   Y== 858.977740
 X== 4382.452394   Y== 8558.900761
 X== 873.790104   Y== 6131.918498
 X== 7798.105668   Y== 8192.551699
 X== 8949.628672   Y== 8273.597513
 X== 5191.791898   Y== 1486.526645
 X== 2607.740207   Y== 9818.996829
 X== 4876.102342   Y== 9208.335839
 X== 2387.052268   Y== 6979.500301
 X== 1367.601962   Y== 6211.972724
 X== 3675.905375   Y== 8201.921223
 X== 7786.424685   Y== 394.619527
 X== 992.153241   Y== 1148.449779
 X== 7044.138181   Y== 1278.110613
 X== 8366.321283   Y== 6958.669791
 X== 2196.250419   Y== 2096.838733
 X== 7817.647535   Y== 6578.702813
 X== 655.739489   Y== 8691.437640
 X== 2710.621307   Y== 8453.845162
 X== 6883.989338   Y== 1660.249979
 X== 6727.442670   Y== 2075.781232
 X== 3146.776624   Y== 9335.182877
 X== 1894.778056   Y== 8022.878965
 X== 8543.518716   Y== 4281.830324
 X== 5002.379261   Y== 9911.120678
 X== 493.803048   Y== 8678.284641
 X== 8113.041896   Y== 8280.227733
 X== 9072.904167   Y== 9105.195137
 X== 9428.677517   Y== 6117.042348
 X== 383.305750   Y== 7794.998795
 X== 3075.712134   Y== 2579.556169
 X== 9891.837528   Y== 893.359664
 X== 9158.258983   Y== 547.577013
 X== 9584.797309   Y== 1868.880290
 X== 9001.422175   Y== 6468.786642
 X== 3529.130269   Y== 5728.864845
 X== 8544.567874   Y== 6675.906892
 X== 5064.047717   Y== 439.345930
 X== 4698.785853   Y== 3607.566428
 X== 4721.176254   Y== 9701.165119
 X== 3518.687106   Y== 5214.979302
 X== 8379.449755   Y== 1631.728998
 X== 3495.207035   Y== 7452.353918
 X== 736.924135   Y== 2923.884547
 X== 3569.396261   Y== 1120.229886
 X== 718.883337   Y== 6645.108399
 X== 3699.786055   Y== 610.720860
 X== 7538.468064   Y== 2858.045033
 X== 1158.297873   Y== 7123.265368
 X== 4726.925322   Y== 159.720047
 X== 3592.052005   Y== 8256.055591
 X== 5888.584892   Y== 2136.619879
 X== 4931.962478   Y== 952.632605
 X== 2575.965809   Y== 9630.748336
 X== 4560.199037   Y== 7297.142063
 X== 9331.913450   Y== 8078.886144
 X== 2512.121365   Y== 7711.363201
 X== 9710.615142   Y== 6007.328399
 X== 5163.717114   Y== 447.539273
 X== 8931.212946   Y== 8733.113380
 X== 1567.769158   Y== 9650.096283
 X== 5378.221774   Y== 5267.555213
 X== 260.817139   Y== 2916.689833
 X== 8125.600250   Y== 1419.115011
 X== 39.955201   Y== 2852.525568
 X== 1578.835059   Y== 3632.007206
 X== 1108.581159   Y== 7467.419951
 X== 5768.627085   Y== 6040.543637
 X== 8420.052560   Y== 8344.592894
 X== 5671.291969   Y== 2980.251593
 X== 5641.734957   Y== 5003.205414
 X== 1059.137732   Y== 8153.856321
 X== 2714.568611   Y== 769.752870
 X== 4161.184716   Y== 7878.285729
 X== 1217.292147   Y== 3092.397658
 X== 6611.399104   Y== 2785.061306
 X== 2742.493936   Y== 1989.620874
 X== 8052.616524   Y== 3003.311075
 X== 4906.310707   Y== 6178.216769
 X== 4422.426086   Y== 4946.265907
 X== 9030.742337   Y== 6001.261150
 X== 8578.273118   Y== 139.323492
 X== 3468.681096   Y== 4346.900198
 X== 6179.867134   Y== 1888.733651
 X== 2691.493091   Y== 1851.159098
 X== 4868.985244   Y== 8333.228048
 X== 6854.364517   Y== 5928.122977
 X== 6487.084365   Y== 9568.933127
 X== 6697.875851   Y== 648.269076
 X== 7447.218852   Y== 7915.167998
 X== 3740.666734   Y== 4058.617951
 X== 700.229300   Y== 6483.160670
 X== 6048.238825   Y== 8752.845823
 X== 9486.471745   Y== 954.549532
 X== 4931.062588   Y== 3908.897826
 X== 5900.815439   Y== 3961.804925
 X== 9910.158976   Y== 4479.088553
 X== 4101.128417   Y== 3378.840072
 X== 8825.988755   Y== 280.995546
 X== 5267.573723   Y== 1517.481842
 X== 2132.154648   Y== 136.558968
 X== 9850.709890   Y== 8986.519165
 X== 6064.681944   Y== 6337.794250
 X== 8555.452287   Y== 2762.557791
 X== 6986.063326   Y== 6002.671139
 X== 677.725785   Y== 726.730056
 X== 61.289086   Y== 1377.955089
 X== 7209.890726   Y== 6109.527916
 X== 130.800908   Y== 6696.362466
 X== 7064.077448   Y== 5061.863500
 X== 605.260288   Y== 2964.892882
 X== 9023.668426   Y== 515.419264
 X== 7443.981440   Y== 3124.796838
 X== 3894.259335   Y== 6269.970190
 X== 3405.792389   Y== 9161.833059
 X== 7787.452032   Y== 5537.947037
 X== 9298.392026   Y== 7638.161917
 X== 4524.466197   Y== 5363.073971
 X== 3975.956162   Y== 3079.918480
 X== 8125.631762   Y== 962.019484
 X== 9082.589619   Y== 8803.357551
 X== 1688.749540   Y== 9143.878710
 X== 181.312636   Y== 8898.640265
 X== 5253.406621   Y== 312.113543
 X== 5595.002726   Y== 2317.484064
 X== 5373.977043   Y== 6200.263014
 X== 5282.376947   Y== 4397.645464
 X== 6715.682278   Y== 2726.358381
 X== 7522.442307   Y== 609.941609
 X== 8996.328571   Y== 928.234691
 X== 9771.774672   Y== 6783.780598
 X== 6466.181728   Y== 9070.166694
 X== 4421.942511   Y== 990.647921
 X== 4433.240660   Y== 8397.898673
 X== 4070.566401   Y== 2558.872422
 X== 9359.918157   Y== 3153.156020
 X== 1362.229968   Y== 1048.667692
 X== 2297.034726   Y== 1543.542604
 X== 9947.307957   Y== 7550.441347
 X== 1855.656147   Y== 5542.310679
 X== 9867.925411   Y== 7229.633195
 X== 1742.573693   Y== 5150.302353
 X== 1627.278655   Y== 8458.255971
 X== 7876.660739   Y== 9149.720962
 X== 9068.197584   Y== 6872.989306
 X== 77.955648   Y== 8839.972251
 X== 3656.769904   Y== 6544.137377
 X== 7910.138940   Y== 8078.712415
 X== 7534.785297   Y== 2343.379600
 X== 6476.611088   Y== 1605.351698
 X== 4902.252022   Y== 5836.529241
 X== 4758.507719   Y== 6264.481990
 X== 6885.196938   Y== 7055.542444
 X== 7808.024594   Y== 6832.504890
 X== 4605.983787   Y== 9663.680740
 X== 2374.815569   Y== 4473.909193
 X== 6893.313931   Y== 4117.389263
 X== 9624.211546   Y== 8520.592590
 X== 2575.645229   Y== 7500.872280
 X== 7670.313547   Y== 1643.842809
 X== 4373.861586   Y== 7748.269200
 X== 483.815056   Y== 8030.631490
 X== 4292.406572   Y== 8393.954001
 X== 6109.343900   Y== 1827.191870
 X== 737.333596   Y== 2585.954984
 X== 3432.543568   Y== 5639.585618
 X== 8422.484230   Y== 8191.051287
 X== 1904.067603   Y== 5307.681163
 X== 5246.593726   Y== 9712.092196
 X== 2140.186048   Y== 9852.577513
 X== 9375.772932   Y== 4515.001618
 X== 4326.486701   Y== 6269.086863
 X== 8632.390880   Y== 3950.698242
 X== 4789.679448   Y== 1208.036109
 X== 1451.570523   Y== 2459.992991
 X== 2851.878918   Y== 5825.432109
 X== 208.262187   Y== 3335.693978
 X== 3856.063594   Y== 4500.668763
 X== 1729.647974   Y== 9965.407494
 X== 6327.860633   Y== 2466.981570
 X== 2551.362478   Y== 9760.404201
 X== 8106.567188   Y== 973.846703
 X== 7951.455483   Y== 10.634786
 X== 6281.527866   Y== 3198.049205
 X== 9722.726983   Y== 8421.713914
 X== 3050.626713   Y== 9098.499910
 X== 2936.715532   Y== 7377.113415
 X== 5367.586769   Y== 1569.106407
 X== 1327.811652   Y== 157.266213
 X== 2777.142517   Y== 2779.382175
 X== 2617.259208   Y== 5629.021440
 X== 8604.814284   Y== 2825.521395
 X== 8964.715418   Y== 2460.877873
 X== 7326.190158   Y== 694.363388
 X== 2426.285368   Y== 3654.050787
 X== 3161.344958   Y== 4977.647846
 X== 3414.454983   Y== 1267.912142
 X== 5951.494549   Y== 1365.910462
 X== 1278.546928   Y== 2233.022411
 X== 4563.959667   Y== 1001.273906
 X== 654.736320   Y== 7614.586380
 X== 99.773812   Y== 3591.451851
 X== 4991.699790   Y== 5467.360586
 X== 5160.558263   Y== 6319.511447
 X== 5624.626798   Y== 7937.700780
 X== 9098.893622   Y== 8241.886007
 X== 3566.722215   Y== 7703.707906
 X== 1067.407402   Y== 2531.437628
 X== 164.585775   Y== 8393.597560
 X== 3225.801016   Y== 2590.871142
 X== 2047.648347   Y== 6387.145974
 X== 7568.518989   Y== 5462.103330
 X== 7655.058116   Y== 3520.013533
 X== 6828.013797   Y== 8933.605044
 X== 5753.035944   Y== 1391.973459
 X== 9934.878950   Y== 6407.772268
 X== 9006.559844   Y== 34.652762
 X== 9999.224120   Y== 3998.259629
 X== 5502.013348   Y== 5159.782379
 X== 317.771072   Y== 1126.640142
 X== 3097.483159   Y== 9416.664699
 X== 9368.526153   Y== 6664.205374
 X== 7120.372600   Y== 435.933550
 X== 9195.643006   Y== 7284.958375
 X== 8829.531110   Y== 2421.444018
 X== 9875.829522   Y== 877.179453
 X== 8808.589996   Y== 7444.348506
 X== 6339.282788   Y== 6463.648107
 X== 964.362040   Y== 3167.296580
 X== 5397.253151   Y== 6717.397984
 X== 4559.270039   Y== 5332.132096
 X== 3125.170247   Y== 3565.829878
 X== 5366.784858   Y== 3124.394367
 X== 7564.089511   Y== 868.798201
 X== 8284.176746   Y== 7881.860583
 X== 1995.438348   Y== 1381.659900
 X== 7298.525277   Y== 1363.964496
 X== 8045.865278   Y== 4418.897873
 X== 1799.898046   Y== 7241.508280
 X== 1703.856248   Y== 629.429152
 X== 9662.952297   Y== 1579.685766
 X== 1506.608609   Y== 8471.542289
 X== 9024.034272   Y== 7845.891396
 X== 4935.190396   Y== 9988.396312
 X== 1013.187971   Y== 332.443542
 X== 6705.794296   Y== 5572.458010
 X== 5664.575638   Y== 9830.964543
 X== 9138.287892   Y== 1031.360496
 X== 2955.358905   Y== 6702.377399
 X== 1900.158698   Y== 1239.535651
 X== 4584.237977   Y== 3895.597045
 X== 2621.195550   Y== 1882.763254
 X== 5259.561541   Y== 667.060823
 X== 6301.661127   Y== 7059.459587
 X== 7908.569103   Y== 8005.517376
 X== 7688.888743   Y== 7571.521400
 X== 9585.203142   Y== 9195.497352
 X== 6043.063684   Y== 8609.237414
 X== 7041.388744   Y== 978.254076
 X== 8597.633722   Y== 8054.576715
 X== 1310.697618   Y== 5303.428013
 X== 3627.034721   Y== 6975.273260
 X== 5134.392555   Y== 2765.322608
 X== 8006.633757   Y== 8089.751461
 X== 9467.700007   Y== 9906.792454
 X== 9329.287111   Y== 4051.937984
 X== 3802.389500   Y== 1950.482662
 X== 5934.701239   Y== 9061.951041
 X== 2617.543485   Y== 2236.362361
 X== 6121.410628   Y== 526.112588
 X== 241.879737   Y== 3810.299367
 X== 8097.633989   Y== 9827.082879
 X== 3005.796714   Y== 4140.697668
 X== 8436.320288   Y== 47.185454
 X== 5118.951749   Y== 7033.954010
 X== 8101.762169   Y== 6429.649366
 X== 2337.382018   Y== 1728.796885
 X== 3404.922622   Y== 7471.774573
 X== 4494.119498   Y== 1411.556374
 X== 5561.526034   Y== 3961.819501
 X== 1318.348828   Y== 4890.813141
 X== 8013.757485   Y== 5120.738328
 X== 6841.295802   Y== 3948.458719
 X== 4182.689364   Y== 9458.839292
 X== 6184.821085   Y== 304.099987
 X== 9984.951881   Y== 6426.700822
 X== 4114.399354   Y== 8082.585865
 X== 6253.783696   Y== 7120.196068
 X== 2223.283528   Y== 4690.103985
 X== 7167.381522   Y== 7342.235277
 X== 1724.057990   Y== 5269.143686
 X== 3771.884643   Y== 4061.440008
 X== 6997.940576   Y== 7176.807265
 X== 1533.214581   Y== 1492.060070
 X== 8588.363644   Y== 7094.740615
 X== 5453.879570   Y== 9906.712472
 X== 1985.553751   Y== 3467.637055
 X== 5027.450796   Y== 8826.849558
 X== 7416.095774   Y== 9210.140160
 X== 8285.688846   Y== 3600.916855
 X== 9514.240152   Y== 8270.640722
 X== 27.617672   Y== 3628.639501
 X== 6353.226582   Y== 6281.401374
 X== 748.835570   Y== 8576.510110
 X== 971.505354   Y== 7916.217091
 X== 5918.745387   Y== 2695.563344
 X== 3185.360778   Y== 9690.630031
 X== 6757.003351   Y== 183.301349
 X== 6867.437291   Y== 8290.217932
 X== 1675.361419   Y== 5455.800931
 X== 5384.958543   Y== 7129.240989
 X== 5362.513398   Y== 7370.512298
 X== 596.878040   Y== 389.964190
 X== 6197.361851   Y== 8012.973819
 X== 9600.104354   Y== 4483.050692
 X== 1613.890669   Y== 9114.344501
 X== 2753.691409   Y== 1641.508346
 X== 2742.983998   Y== 9106.917991
 X== 7922.909720   Y== 3491.819568
 X== 7683.428096   Y== 8894.415074
 X== 1408.036659   Y== 3602.173479
 X== 1589.978413   Y== 4593.397437
 X== 3292.803505   Y== 8346.981764
 X== 4776.698786   Y== 160.240796
 X== 6637.199696   Y== 6452.060205
 X== 5616.041727   Y== 2022.158234
 X== 3581.301190   Y== 978.555126
 X== 9392.670532   Y== 4178.179234
 X== 1368.519315   Y== 5590.032379
 X== 2191.153049   Y== 968.623665
 X== 73.083066   Y== 3805.043718
 X== 82.968161   Y== 2826.774476
 X== 5446.552064   Y== 2825.952164
 X== 1933.692462   Y== 3369.461779
 X== 6317.771732   Y== 9617.120563
 X== 2263.876848   Y== 7725.808391
 X== 3219.294037   Y== 3853.855261
 X== 2319.205824   Y== 6512.097547
 X== 2200.837025   Y== 7095.904610
 X== 6672.338344   Y== 8838.036721
 X== 3547.964810   Y== 2288.380066
